Gateway Name,Gateway SN,Gateway IP Address,Gateway MAC Address,Device Name,Device Local ID,Device Type ID,Device Type Name,Logging Interval,Historical Intervals
Schneider Gateway,53005961,192.168.0.111,00:80:67:82:4B:6B,bcpm,1,150,BCPM-Model A,5,0

,,,Topic ID 1,Topic ID 2,Topic ID 3,Topic ID 4,Topic ID 5,Topic ID 6,Topic ID 7,Topic ID 8,Topic ID 9,Topic ID 10,Topic ID 11,Topic ID 12,Topic ID 13,Topic ID 14,Topic ID 15,Topic ID 16,Topic ID 17,Topic ID 18,Topic ID 19,Topic ID 20,Topic ID 21,Topic ID 22,Topic ID 23,Topic ID 24
,,,1621,1021,1621,1042,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621,1621

Error,UTC Offset (Minutes),Local Time Stamp,Auxillary Real Energy (kWh),Auxillary Voltage L-N Avg,Microwave Real Energy (kWh),Exterior Lights Real Power Total (kW),Range 1 Real Energy (kWh),Bedroom Real Energy (kWh),Range 2 Real Energy (kWh),Flex Room Real Energy (kWh),Water Heater 1 Real Energy (kWh),Great Room Real Energy (kWh),water Heater 2 Real Energy (kWh),Interior Lights Real Energy (kWh),Dryer 1 Real Energy (kWh),Exterior Lights Real Energy (kWh),Dryer 2 Real Energy (kWh),CERV Real Energy (kWh),Bathroom Real Energy (kWh),Washing Machine Real Energy (kWh),Kitchen 1 Real Energy (kWh),Inverter 1 Real Energy (kWh),Kitchen 2 Real Energy (kWh),Fridge Real Energy (kWh),Inverter 2 Real Energy (kWh),Dishwasher Real Energy (kWh)
0,-360,2011-09-21 17:40:00,11.690,120.0,.168,0,0.083,0.017,0.086,.810,1.513,.551,1.519,.988,0,.147,0,2.933,0000.000,0,.917,0,.166,.466,0,0.044
0,-360,2011-09-21 17:45:00,11.699,119.9,.168,0,0.083,0.017,0.086,.812,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.921,0,.166,.466,0,0.044
0,-360,2011-09-21 17:50:00,11.707,119.9,.168,0,0.083,0.017,0.086,.814,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.925,0,.166,.466,0,0.045
0,-360,2011-09-21 17:55:00,11.708,119.9,.168,0,0.083,0.017,0.086,.817,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.928,0,.166,.466,0,0.045
0,-360,2011-09-21 18:00:00,11.712,120.0,.168,0,0.083,0.017,0.086,.819,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.932,0,.166,.466,0,0.045
0,-360,2011-09-21 18:05:00,11.721,120.0,.168,0,0.083,0.017,0.086,.822,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.936,0,.166,.466,0,0.045
0,-360,2011-09-21 18:10:00,11.731,119.9,.168,0,0.083,0.017,0.086,.824,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.939,0,.166,.466,0,0.045
0,-360,2011-09-21 18:15:00,11.739,119.9,.168,0,0.083,0.017,0.086,.827,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.943,0,.166,.466,0,0.045
0,-360,2011-09-21 18:20:00,11.741,120.0,.168,0,0.083,0.017,0.086,.829,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.947,0,.166,.466,0,0.045
0,-360,2011-09-21 18:25:00,11.741,119.9,.168,0,0.083,0.017,0.086,.831,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.951,0,.166,.466,0,0.045
0,-360,2011-09-21 18:30:00,11.741,119.9,.168,0,0.083,0.017,0.086,.833,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.954,0,.166,.466,0,0.045
0,-360,2011-09-21 18:35:00,11.741,120.0,.168,0,0.083,0.017,0.086,.834,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.958,0,.166,.466,0,0.045
0,-360,2011-09-21 18:40:00,11.741,120.0,.168,0,0.083,0.017,0.086,.836,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.962,0,.166,.466,0,0.045
0,-360,2011-09-21 18:45:00,11.741,120.0,.168,0,0.083,0.017,0.086,.838,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.965,0,.166,.466,0,0.045
0,-360,2011-09-21 18:50:00,11.741,119.9,.168,0,0.083,0.017,0.086,.839,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.969,0,.166,.466,0,0.045
0,-360,2011-09-21 18:55:00,11.741,119.9,.168,0,0.083,0.017,0.086,.841,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.972,0,.166,.466,0,0.045
0,-360,2011-09-21 19:00:00,11.741,120.0,.168,0,0.083,0.017,0.086,.843,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.976,0,.166,.466,0,0.045
0,-360,2011-09-21 19:05:00,11.741,119.9,.168,0,0.083,0.017,0.086,.844,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.980,0,.166,.466,0,0.045
0,-360,2011-09-21 19:10:00,11.741,119.8,.168,0,0.083,0.017,0.086,.846,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.984,0,.166,.466,0,0.045
0,-360,2011-09-21 19:15:00,11.741,119.8,.168,0,0.083,0.017,0.086,.847,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.987,0,.166,.466,0,0.045
0,-360,2011-09-21 19:20:00,11.741,119.9,.168,0,0.083,0.017,0.086,.849,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.991,0,.166,.466,0,0.045
0,-360,2011-09-21 19:25:00,11.741,119.9,.168,0,0.083,0.017,0.086,.851,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.995,0,.166,.466,0,0.045
0,-360,2011-09-21 19:30:00,11.741,119.8,.168,0,0.083,0.017,0.086,.852,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,.998,0,.166,.466,0,0.045
0,-360,2011-09-21 19:35:00,11.741,119.9,.168,0,0.083,0.017,0.086,.854,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.002,0,.166,.466,0,0.045
0,-360,2011-09-21 19:40:00,11.741,119.9,.168,0,0.083,0.017,0.086,.855,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.006,0,.166,.466,0,0.045
0,-360,2011-09-21 19:45:00,11.741,119.8,.168,0,0.083,0.017,0.086,.857,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.009,0,.166,.466,0,0.045
0,-360,2011-09-21 19:50:00,11.741,119.9,.168,0,0.083,0.017,0.086,.858,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.013,0,.166,.466,0,0.045
0,-360,2011-09-21 19:55:00,11.741,119.9,.168,0,0.083,0.017,0.086,.860,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.017,0,.166,.466,0,0.045
0,-360,2011-09-21 20:00:00,11.741,120.0,.168,0,0.083,0.017,0.086,.861,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.020,0,.166,.466,0,0.045
0,-360,2011-09-21 20:05:00,11.741,119.9,.168,0,0.083,0.017,0.086,.863,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.024,0,.166,.466,0,0.045
0,-360,2011-09-21 20:10:00,11.741,120.0,.168,0,0.083,0.017,0.086,.864,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.028,0,.166,.466,0,0.045
0,-360,2011-09-21 20:15:00,11.741,119.9,.168,0,0.083,0.017,0.086,.866,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.031,0,.166,.466,0,0.045
0,-360,2011-09-21 20:20:00,11.741,119.9,.168,0,0.083,0.017,0.086,.868,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.035,0,.166,.466,0,0.045
0,-360,2011-09-21 20:25:00,11.741,119.9,.168,0,0.083,0.017,0.086,.869,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.038,0,.166,.466,0,0.045
0,-360,2011-09-21 20:30:00,11.741,119.8,.168,0,0.083,0.017,0.086,.871,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.042,0,.166,.466,0,0.045
0,-360,2011-09-21 20:35:00,11.741,119.9,.168,0,0.083,0.017,0.086,.872,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.046,0,.166,.466,0,0.045
0,-360,2011-09-21 20:40:00,11.741,120.0,.168,0,0.083,0.017,0.086,.874,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.049,0,.166,.466,0,0.045
0,-360,2011-09-21 20:45:00,11.741,119.9,.168,0,0.083,0.017,0.086,.875,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.053,0,.166,.466,0,0.045
0,-360,2011-09-21 20:50:00,11.741,119.8,.168,0,0.083,0.017,0.086,.877,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.057,0,.166,.466,0,0.045
0,-360,2011-09-21 20:55:00,11.741,119.8,.168,0,0.083,0.017,0.086,.878,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.060,0,.166,.466,0,0.045
0,-360,2011-09-21 21:00:00,11.741,119.6,.168,0,0.083,0.017,0.086,.880,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.064,0,.166,.466,0,0.045
0,-360,2011-09-21 21:05:00,11.741,119.7,.168,0,0.083,0.017,0.086,.881,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.068,0,.166,.466,0,0.045
0,-360,2011-09-21 21:10:00,11.741,120.0,.168,0,0.083,0.017,0.086,.883,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.071,0,.166,.466,0,0.045
0,-360,2011-09-21 21:15:00,11.741,119.8,.168,0,0.083,0.017,0.086,.884,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.075,0,.166,.466,0,0.045
0,-360,2011-09-21 21:20:00,11.741,119.9,.168,0,0.083,0.017,0.086,.886,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.079,0,.166,.466,0,0.045
0,-360,2011-09-21 21:25:00,11.741,119.9,.168,0,0.083,0.017,0.086,.888,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.082,0,.166,.466,0,0.045
0,-360,2011-09-21 21:30:00,11.741,119.8,.168,0,0.083,0.017,0.086,.889,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.086,0,.166,.466,0,0.045
0,-360,2011-09-21 21:35:00,11.741,119.9,.168,0,0.083,0.017,0.086,.891,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.090,0,.166,.466,0,0.045
0,-360,2011-09-21 21:40:00,11.741,119.8,.168,0,0.083,0.017,0.086,.892,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.093,0,.166,.466,0,0.045
0,-360,2011-09-21 21:45:00,11.741,120.0,.168,0,0.083,0.017,0.086,.894,1.513,.551,1.519,.988,0,.150,0,2.933,0000.000,0,1.097,0,.166,.466,0,0.045
0,-360,2011-09-21 21:50:00,11.741,119.9,.168,00.09,0.083,0.017,0.086,.895,1.513,.551,1.519,.989,0,.150,0,2.933,0000.000,0,1.101,0,.166,.466,0,0.045
0,-360,2011-09-21 21:55:00,11.741,120.0,.168,00.09,0.083,0.018,0.086,.897,1.513,.551,1.519,.998,0,.150,0,2.934,0000.000,0,1.106,0,.166,.468,0,0.045
0,-360,2011-09-21 22:00:00,11.741,119.8,.168,00.09,0.083,0.018,0.086,.905,1.513,.551,1.519,1.012,0,.150,0,2.965,0000.000,0,1.111,0,.166,.478,0,0.045
0,-360,2011-09-21 22:05:00,11.741,119.7,.168,.10,0.083,0.019,0.086,.926,1.516,.551,1.523,1.027,0,.150,0,3.009,0000.000,0,1.116,0,.166,.489,0,0.045
0,-360,2011-09-21 22:10:00,11.741,119.9,.168,.10,0.083,0.019,0.086,.947,1.534,.551,1.540,1.042,0,.150,0,3.065,0000.000,0,1.121,0,.166,.500,0,0.045
0,-360,2011-09-21 22:15:00,11.741,119.7,.168,00.09,0.083,0.020,0.086,.968,1.586,.551,1.593,1.056,0,.150,0,3.103,0000.000,0,1.128,0,.166,.512,0,0.045
0,-360,2011-09-21 22:20:00,11.741,119.8,.168,00.09,0.083,0.020,0.086,.986,1.604,.551,1.610,1.070,0,.150,0,3.104,0000.000,0,1.136,0,.166,.523,0,0.045
0,-360,2011-09-21 22:25:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.004,1.622,.551,1.628,1.077,0,.150,0,3.109,0000.000,0,1.138,0,.166,.534,0,0.045
0,-360,2011-09-21 22:30:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.023,1.640,.551,1.646,1.077,0,.150,0,3.109,0000.000,0,1.140,0,.166,.546,0,0.045
0,-360,2011-09-21 22:35:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.046,1.657,.551,1.663,1.077,0,.150,0,3.110,0000.000,0,1.142,0,.166,.557,0,0.045
0,-360,2011-09-21 22:40:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.070,1.675,.551,1.681,1.077,0,.150,0,3.110,0000.000,0,1.144,0,.166,.568,0,0.045
0,-360,2011-09-21 22:45:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.092,1.693,.551,1.699,1.077,0,.150,0,3.110,0000.000,0,1.145,0,.166,.578,0,0.045
0,-360,2011-09-21 22:50:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.109,1.711,.551,1.717,1.077,0,.150,0,3.111,0000.000,0,1.147,0,.166,.589,0,0.045
0,-360,2011-09-21 22:55:00,11.741,120.0,.168,0,0.083,0.020,0.086,1.127,1.729,.551,1.735,1.077,0,.150,0,3.111,0000.000,0,1.149,0,.166,.600,0,0.045
0,-360,2011-09-21 23:00:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.145,1.746,.551,1.753,1.077,0,.150,0,3.112,0000.000,0,1.151,0,.166,.610,0,0.045
0,-360,2011-09-21 23:05:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.168,1.765,.551,1.771,1.077,0,.150,0,3.112,0000.000,0,1.152,0,.166,.620,0,0.045
0,-360,2011-09-21 23:10:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.191,1.783,.551,1.789,1.077,0,.150,0,3.113,0000.000,0,1.154,0,.166,.630,0,0.045
0,-360,2011-09-21 23:15:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.214,1.801,.551,1.807,1.077,0,.150,0,3.113,0000.000,0,1.156,0,.166,.639,0,0.045
0,-360,2011-09-21 23:20:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.232,1.819,.551,1.825,1.077,0,.150,0,3.114,0000.000,0,1.158,0,.166,.649,0,0.045
0,-360,2011-09-21 23:25:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.249,1.837,.551,1.844,1.077,0,.150,0,3.114,0000.000,0,1.160,0,.166,.658,0,0.045
0,-360,2011-09-21 23:30:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.267,1.856,.551,1.862,1.077,0,.150,0,3.115,0000.000,0,1.161,0,.166,.667,0,0.045
0,-360,2011-09-21 23:35:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.290,1.875,.551,1.881,1.077,0,.150,0,3.115,0000.000,0,1.163,0,.166,.676,0,0.045
0,-360,2011-09-21 23:40:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.312,1.893,.551,1.899,1.077,0,.150,0,3.116,0000.000,0,1.165,0,.166,.684,0,0.045
0,-360,2011-09-21 23:45:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.335,1.912,.551,1.918,1.077,0,.150,0,3.116,0000.000,0,1.167,0,.166,.687,0,0.045
0,-360,2011-09-21 23:50:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.354,1.931,.551,1.937,1.077,0,.150,0,3.117,0000.000,0,1.168,0,.166,.687,0,0.045
0,-360,2011-09-21 23:55:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.371,1.950,.551,1.956,1.077,0,.150,0,3.117,0000.000,0,1.170,0,.166,.687,0,0.045
0,-360,2011-09-22 00:00:00,11.741,119.7,.168,0,0.083,0.020,0.086,1.388,1.969,.551,1.975,1.077,0,.150,0,3.117,0000.000,0,1.172,0,.166,.687,0,0.045
0,-360,2011-09-22 00:05:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.410,1.988,.551,1.994,1.077,0,.150,0,3.118,0000.000,0,1.174,0,.166,.687,0,0.045
0,-360,2011-09-22 00:10:00,11.741,119.7,.168,0,0.083,0.020,0.086,1.433,2.007,.551,2.013,1.077,0,.150,0,3.118,0000.000,0,1.175,0,.166,.689,0,0.045
0,-360,2011-09-22 00:15:00,11.741,119.7,.168,0,0.083,0.020,0.086,1.456,2.026,.551,2.032,1.077,0,.150,0,3.119,0000.000,0,1.177,0,.166,.698,0,0.045
0,-360,2011-09-22 00:20:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.472,2.045,.551,2.051,1.077,0,.150,0,3.119,0000.000,0,1.179,0,.166,.707,0,0.045
0,-360,2011-09-22 00:25:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.488,2.065,.551,2.071,1.077,0,.150,0,3.120,0000.000,0,1.181,0,.166,.716,0,0.045
0,-360,2011-09-22 00:30:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.508,2.084,.551,2.090,1.077,0,.150,0,3.120,0000.000,0,1.182,0,.166,.723,0,0.045
0,-360,2011-09-22 00:35:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.530,2.104,.551,2.110,1.077,0,.150,0,3.121,0000.000,0,1.184,0,.166,.723,0,0.045
0,-360,2011-09-22 00:40:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.551,2.124,.551,2.130,1.077,0,.150,0,3.121,0000.000,0,1.186,0,.166,.723,0,0.045
0,-360,2011-09-22 00:45:00,11.741,119.7,.168,0,0.083,0.020,0.086,1.561,2.144,.551,2.150,1.077,0,.150,0,3.122,0000.000,0,1.188,0,.166,.723,0,0.045
0,-360,2011-09-22 00:50:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.582,2.164,.551,2.170,1.077,0,.152,0,3.122,0000.000,0,1.190,0,.166,.723,0,0.045
0,-360,2011-09-22 00:55:00,11.741,119.7,.168,0,0.083,0.020,0.086,1.601,2.184,.551,2.190,1.077,0,.152,0,3.122,0000.000,0,1.191,0,.166,.723,0,0.045
0,-360,2011-09-22 01:00:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.611,2.204,.551,2.210,1.077,0,.152,0,3.123,0000.000,0,1.193,0,.166,.723,0,0.045
0,-360,2011-09-22 01:05:00,11.741,119.7,.168,0,0.083,0.020,0.086,1.633,2.224,.551,2.230,1.077,0,.152,0,3.123,0000.000,0,1.195,0,.166,.725,0,0.045
0,-360,2011-09-22 01:10:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.639,2.245,.551,2.250,1.077,0,.152,0,3.124,0000.000,0,1.197,0,.166,.734,0,0.045
0,-360,2011-09-22 01:15:00,11.741,119.7,.168,0,0.083,0.020,0.086,1.661,2.265,.551,2.271,1.077,0,.152,0,3.124,0000.000,0,1.198,0,.166,.742,0,0.045
0,-360,2011-09-22 01:20:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.666,2.286,.551,2.292,1.077,0,.152,0,3.125,0000.000,0,1.200,0,.166,.751,0,0.045
0,-360,2011-09-22 01:25:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.688,2.287,.551,2.293,1.077,0,.152,0,3.125,0000.000,0,1.202,0,.166,.758,0,0.045
0,-360,2011-09-22 01:30:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.711,2.287,.551,2.293,1.077,0,.152,0,3.126,0000.000,0,1.204,0,.166,.758,0,0.045
0,-360,2011-09-22 01:35:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.734,2.287,.551,2.293,1.077,0,.152,0,3.126,0000.000,0,1.205,0,.166,.758,0,0.045
0,-360,2011-09-22 01:40:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.753,2.287,.551,2.293,1.077,0,.152,0,3.127,0000.000,0,1.207,0,.166,.758,0,0.045
0,-360,2011-09-22 01:45:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.770,2.287,.551,2.293,1.077,0,.152,0,3.127,0000.000,0,1.209,0,.166,.758,0,0.045
0,-360,2011-09-22 01:50:00,11.741,120.0,.168,0,0.083,0.020,0.086,1.788,2.287,.551,2.293,1.077,0,.152,0,3.128,0000.000,0,1.211,0,.166,.758,0,0.045
0,-360,2011-09-22 01:55:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.809,2.287,.551,2.293,1.077,0,.152,0,3.128,0000.000,0,1.212,0,.166,.758,0,0.045
0,-360,2011-09-22 02:00:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.832,2.287,.551,2.293,1.077,0,.152,0,3.128,0000.000,0,1.214,0,.166,.762,0,0.045
0,-360,2011-09-22 02:05:00,11.741,120.0,.168,0,0.083,0.020,0.086,1.855,2.287,.551,2.293,1.077,0,.152,0,3.129,0000.000,0,1.216,0,.166,.770,0,0.045
0,-360,2011-09-22 02:10:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.875,2.287,.551,2.293,1.077,0,.152,0,3.129,0000.000,0,1.218,0,.166,.775,0,0.045
0,-360,2011-09-22 02:15:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.893,2.287,.551,2.293,1.077,0,.152,0,3.130,0000.000,0,1.219,0,.166,.775,0,0.045
0,-360,2011-09-22 02:20:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.910,2.287,.551,2.293,1.077,0,.152,0,3.130,0000.000,0,1.221,0,.166,.779,0,0.045
0,-360,2011-09-22 02:25:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.930,2.287,.551,2.293,1.077,0,.152,0,3.131,0000.000,0,1.223,0,.166,.788,0,0.045
0,-360,2011-09-22 02:30:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.954,2.287,.551,2.293,1.077,0,.152,0,3.131,0000.000,0,1.225,0,.166,.796,0,0.045
0,-360,2011-09-22 02:35:00,11.741,119.9,.168,0,0.083,0.020,0.086,1.977,2.287,.551,2.293,1.077,0,.152,0,3.132,0000.000,0,1.227,0,.166,.799,0,0.045
0,-360,2011-09-22 02:40:00,11.741,119.8,.168,0,0.083,0.020,0.086,1.998,2.287,.551,2.293,1.077,0,.152,0,3.132,0000.000,0,1.228,0,.166,.799,0,0.045
0,-360,2011-09-22 02:45:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.016,2.287,.551,2.293,1.077,0,.152,0,3.133,0000.000,0,1.230,0,.166,.799,0,0.045
0,-360,2011-09-22 02:50:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.033,2.287,.551,2.293,1.077,0,.152,0,3.133,0000.000,0,1.232,0,.166,.799,0,0.045
0,-360,2011-09-22 02:55:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.052,2.287,.551,2.293,1.077,0,.152,0,3.133,0000.000,0,1.234,0,.166,.799,0,0.045
0,-360,2011-09-22 03:00:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.075,2.287,.551,2.293,1.077,0,.152,0,3.134,0000.000,0,1.235,0,.166,.799,0,0.045
0,-360,2011-09-22 03:05:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.098,2.287,.551,2.293,1.077,0,.152,0,3.134,0000.000,0,1.237,0,.166,.799,0,0.045
0,-360,2011-09-22 03:10:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.121,2.287,.551,2.293,1.077,0,.152,0,3.135,0000.000,0,1.239,0,.166,.804,0,0.045
0,-360,2011-09-22 03:15:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.138,2.287,.551,2.293,1.077,0,.152,0,3.135,0000.000,0,1.241,0,.166,.813,0,0.045
0,-360,2011-09-22 03:20:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.156,2.287,.551,2.293,1.077,0,.152,0,3.136,0000.000,0,1.242,0,.166,.822,0,0.045
0,-360,2011-09-22 03:25:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.174,2.287,.551,2.293,1.077,0,.152,0,3.136,0000.000,0,1.244,0,.166,.830,0,0.045
0,-360,2011-09-22 03:30:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.197,2.287,.551,2.293,1.077,0,.152,0,3.137,0000.000,0,1.246,0,.166,.833,0,0.045
0,-360,2011-09-22 03:35:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.220,2.287,.551,2.293,1.077,0,.152,0,3.137,0000.000,0,1.248,0,.166,.833,0,0.045
0,-360,2011-09-22 03:40:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.243,2.287,.551,2.293,1.077,0,.152,0,3.138,0000.000,0,1.249,0,.166,.833,0,0.045
0,-360,2011-09-22 03:45:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.261,2.287,.551,2.293,1.077,0,.152,0,3.138,0000.000,0,1.251,0,.166,.833,0,0.045
0,-360,2011-09-22 03:50:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.278,2.287,.551,2.293,1.077,0,.152,0,3.138,0000.000,0,1.253,0,.166,.833,0,0.045
0,-360,2011-09-22 03:55:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.296,2.287,.551,2.293,1.077,0,.152,0,3.139,0000.000,0,1.255,0,.166,.833,0,0.045
0,-360,2011-09-22 04:00:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.318,2.287,.551,2.293,1.077,0,.152,0,3.139,0000.000,0,1.256,0,.166,.833,0,0.045
0,-360,2011-09-22 04:05:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.342,2.287,.551,2.293,1.077,0,.152,0,3.140,0000.000,0,1.258,0,.166,.833,0,0.045
0,-360,2011-09-22 04:10:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.365,2.287,.551,2.293,1.077,0,.152,0,3.140,0000.000,0,1.260,0,.166,.842,0,0.045
0,-360,2011-09-22 04:15:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.383,2.287,.551,2.293,1.077,0,.152,0,3.141,0000.000,0,1.262,0,.166,.852,0,0.045
0,-360,2011-09-22 04:20:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.401,2.287,.551,2.293,1.077,0,.152,0,3.141,0000.000,0,1.264,0,.166,.860,0,0.045
0,-360,2011-09-22 04:25:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.418,2.287,.551,2.293,1.077,0,.152,0,3.142,0000.000,0,1.265,0,.166,.867,0,0.045
0,-360,2011-09-22 04:30:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.440,2.287,.551,2.293,1.077,0,.152,0,3.142,0000.000,0,1.267,0,.166,.867,0,0.045
0,-360,2011-09-22 04:35:00,11.741,119.8,.168,0,0.083,0.020,0.086,2.463,2.287,.551,2.293,1.077,0,.152,0,3.143,0000.000,0,1.269,0,.166,.867,0,0.045
0,-360,2011-09-22 04:40:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.487,2.287,.551,2.293,1.077,0,.152,0,3.143,0000.000,0,1.271,0,.166,.867,0,0.045
0,-360,2011-09-22 04:45:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.506,2.287,.551,2.293,1.077,0,.152,0,3.143,0000.000,0,1.272,0,.166,.867,0,0.045
0,-360,2011-09-22 04:50:00,11.741,119.9,.168,0,0.083,0.020,0.086,2.524,2.287,.551,2.293,1.077,0,.152,0,3.144,0000.000,0,1.274,0,.166,.867,0,0.045
